industry,city,quarter,TAI,TAI_n_dims,IDI,IDI_n_dims,TAI_规模,TAI_质量,TAI_网络,IDI_创新,IDI_商业,n_indicators
ai,hk,2024Q3,0.020922,3,-0.478211,1,-0.441613,-0.231103,0.735481,,-0.478211,4
ai,hk,2024Q4,-0.164303,3,-0.432449,1,-0.281943,-0.767814,0.556848,,-0.432449,4
ai,sg,2015Q1,-0.422552,2,0.298475,1,,-0.254333,-0.590771,0.298475,,3
ai,sg,2015Q2,0.337543,2,-0.258507,1,,0.746509,-0.071422,-0.258507,,3
ai,sg,2015Q3,0.053420,2,-0.258507,1,,0.681158,-0.574318,-0.258507,,3
ai,sg,2015Q4,-0.312137,2,-0.223695,1,,0.112072,-0.736345,-0.223695,,3
ai,sg,2016Q1,-0.097535,2,-0.188884,1,,0.369742,-0.564811,-0.188884,,3
ai,sg,2016Q2,0.404643,2,-0.536997,1,,1.033084,-0.223798,-0.536997,,3
ai,sg,2016Q3,0.168321,2,-0.328129,1,,0.692435,-0.355793,-0.328129,,3
ai,sg,2016Q4,-0.166730,2,-0.502186,1,,0.140638,-0.474097,-0.502186,,3
ai,sg,2017Q1,-0.204106,2,-0.293318,1,,-0.166013,-0.242200,-0.293318,,3
ai,sg,2017Q2,0.095122,2,0.228852,1,,-0.153095,0.343340,0.228852,,3
ai,sg,2017Q3,-0.019349,2,0.333286,1,,0.262811,-0.301508,0.333286,,3
ai,sg,2017Q4,-0.405317,2,-0.502186,1,,-0.254733,-0.555902,-0.502186,,3
ai,sg,2018Q1,-0.326677,3,-0.154072,1,-0.614159,-0.325079,-0.040793,-0.154072,,4
ai,sg,2018Q2,-0.364340,3,-0.223695,1,-0.724897,0.142079,-0.510201,-0.223695,,4
ai,sg,2018Q3,-0.384800,3,0.019984,1,-0.731336,0.025059,-0.448124,0.019984,,4
ai,sg,2018Q4,-0.636727,3,0.089607,1,-0.699144,-0.520609,-0.690430,0.089607,,4
ai,sg,2019Q1,-0.208282,3,0.472532,1,-0.596132,-0.247157,0.218443,0.472532,,4
ai,sg,2019Q2,-0.260793,3,0.228852,1,-0.708158,0.062837,-0.137059,0.228852,,4
ai,sg,2019Q3,-0.295140,3,1.064325,1,-0.682405,0.022455,-0.225470,1.064325,,4
ai,sg,2019Q4,-0.514781,3,1.830174,1,-0.571666,-0.250203,-0.722474,1.830174,,4
ai,sg,2020Q1,-0.218695,3,1.656118,1,-0.449339,-0.375417,0.168669,1.656118,,4
ai,sg,2020Q2,0.001717,3,0.994702,1,-0.665665,0.389066,0.281749,0.994702,,4
ai,sg,2020Q3,-0.489632,3,0.611777,1,-0.669528,-0.324001,-0.475367,0.611777,,4
ai,sg,2020Q4,-0.556219,3,1.377627,1,-0.652788,-0.654761,-0.361108,1.377627,,4
ai,sg,2021Q1,-0.302517,3,0.751023,1,-0.409421,-0.454708,-0.043423,0.751023,,4
ai,sg,2021Q2,-0.223604,3,4.058101,1,-0.593556,0.080351,-0.157606,4.058101,,4
ai,sg,2021Q3,-0.498894,3,1.934609,1,-0.587118,-0.385706,-0.523857,1.934609,,4
ai,sg,2021Q4,-0.404411,3,2.073854,1,-0.615446,-0.577402,-0.020386,2.073854,,4
ai,sg,2022Q1,-0.283989,3,1.133947,1,-0.336025,-0.321767,-0.194175,1.133947,,4
ai,sg,2022Q2,-0.192273,3,1.725740,1,-0.574241,0.144841,-0.147419,1.725740,,4
ai,sg,2022Q3,-0.445164,3,0.994702,1,-0.646350,-0.698873,0.009730,0.994702,,4
ai,sg,2022Q4,-0.319103,3,1.238382,1,-0.563940,-0.417905,0.024538,1.238382,,4
ai,sg,2023Q1,-0.150235,3,1.273193,1,-0.055316,-0.524043,0.128652,1.273193,,4
ai,sg,2023Q2,-0.036568,3,1.377627,1,-0.481530,-0.072097,0.443922,1.377627,,4
ai,sg,2023Q3,-0.260778,3,0.959891,1,-0.598707,-0.292662,0.109035,0.959891,,4
ai,sg,2023Q4,-0.217237,3,0.890268,1,-0.503420,-0.241464,0.093172,0.890268,,4
ai,sg,2024Q1,0.140683,3,,0,-0.115835,0.221782,0.316104,,,3
ai,sg,2024Q2,-0.036082,3,,0,-0.463503,0.119799,0.235458,,,3
ai,sg,2024Q3,-0.051795,3,,0,-0.477667,-0.284728,0.607011,,,3
ai,sg,2024Q4,-0.343293,3,,0,-0.460928,-0.887492,0.318540,,,3
biomed,hk,2015Q1,-0.274333,2,-0.686761,2,,-0.889800,0.341133,-0.803788,-0.569734,5
biomed,hk,2015Q2,-0.191957,2,-0.651950,2,,-0.772635,0.388721,-0.734165,-0.569734,5
biomed,hk,2015Q3,-0.144814,2,-0.789776,2,,-0.719699,0.430071,-1.009817,-0.569734,5
biomed,hk,2015Q4,-0.155393,2,-0.571341,2,,-0.893718,0.582932,-0.572947,-0.569734,5
biomed,hk,2016Q1,0.051564,2,-0.612571,2,,-0.487749,0.590877,-0.655408,-0.569734,5
biomed,hk,2016Q2,-0.007881,2,-0.592450,2,,-0.623209,0.607448,-0.615165,-0.569734,5
biomed,hk,2016Q3,-0.041480,2,-0.643247,2,,-0.632439,0.549479,-0.716759,-0.569734,5
biomed,hk,2016Q4,-0.012605,2,-0.544368,2,,-0.725392,0.700182,-0.519001,-0.569734,5
biomed,hk,2017Q1,-0.086132,2,-0.530666,2,,-0.758070,0.585805,-0.491597,-0.569734,5
biomed,hk,2017Q2,-0.137226,2,-0.289825,2,,-0.794503,0.520050,-0.009916,-0.569734,5
biomed,hk,2017Q3,-0.127487,2,-0.309515,2,,-0.849176,0.594201,-0.049295,-0.569734,5
biomed,hk,2017Q4,-0.088916,2,-0.254150,2,,-1.032339,0.854507,0.061435,-0.569734,5
biomed,hk,2018Q1,0.406003,3,-0.543936,2,1.179547,-0.679978,0.718438,-0.518137,-0.569734,6
biomed,hk,2018Q2,0.257883,3,-0.506841,2,0.736593,-0.688705,0.725759,-0.443947,-0.569734,6
biomed,hk,2018Q3,0.256718,3,0.082306,2,0.786812,-0.827048,0.810388,0.597060,-0.432449,6
biomed,hk,2018Q4,0.281644,3,-0.081109,2,0.688950,-0.902305,1.058287,0.178707,-0.340925,6
biomed,hk,2019Q1,0.524198,3,0.030572,2,1.119028,-0.458729,0.912295,0.310545,-0.249402,6
biomed,hk,2019Q2,0.357588,3,0.092832,2,0.811278,-0.629853,0.891339,0.389303,-0.203640,6
biomed,hk,2019Q3,0.308651,3,0.318470,2,0.897551,-0.620430,0.648833,0.794818,-0.157878,6
biomed,hk,2019Q4,0.287765,3,0.269064,2,0.749470,-0.785334,0.899160,0.467197,0.070931,6
biomed,hk,2020Q1,0.856623,3,0.193930,2,1.981758,-0.405551,0.993663,0.271167,0.116693,6
biomed,hk,2020Q2,0.751715,3,0.407681,2,1.648255,-0.339172,0.946061,0.561385,0.253978,6
biomed,hk,2020Q3,0.538605,3,0.578474,2,1.355956,-0.687403,0.947261,0.765685,0.391263,6
biomed,hk,2020Q4,0.339699,3,0.734505,2,1.030179,-0.943232,0.932148,0.757415,0.711596,6
biomed,hk,2021Q1,0.793932,3,0.700134,2,1.878745,-0.532594,1.035644,0.551386,0.848881,6
biomed,hk,2021Q2,0.481393,3,0.976181,2,1.228478,-0.669901,0.885601,1.011957,0.940405,6
biomed,hk,2021Q3,0.427785,3,0.890508,2,1.108726,-0.770836,0.945464,0.520278,1.260738,6
biomed,hk,2021Q4,0.428166,3,0.933877,2,1.135767,-0.845579,0.994308,0.240923,1.626832,6
biomed,hk,2022Q1,1.019758,3,1.091788,2,2.362904,-0.386009,1.082379,0.465221,1.718356,6
biomed,hk,2022Q2,0.707126,3,1.397128,2,1.570995,-0.494768,1.045151,1.075901,1.718356,6
biomed,hk,2022Q3,0.723698,3,1.330309,2,1.789897,-0.655100,1.036297,0.850739,1.809879,6
biomed,hk,2022Q4,0.608576,3,1.221791,2,1.764144,-0.908077,0.969661,0.450655,1.992926,6
biomed,hk,2023Q1,1.021690,3,1.243764,2,2.449177,-0.388164,1.004058,0.494601,1.992926,6
biomed,hk,2023Q2,0.678779,3,1.306851,2,1.572283,-0.393597,0.857650,0.483491,2.130212,6
biomed,hk,2023Q3,0.616078,3,1.186007,2,1.310888,-0.530274,1.067620,0.104517,2.267497,6
biomed,hk,2023Q4,0.576338,3,1.549471,2,1.522064,-0.770460,0.977412,0.785683,2.313259,6
biomed,hk,2024Q1,1.078711,3,2.064203,2,2.459479,-0.198279,0.974934,1.769385,2.359021,5
biomed,hk,2024Q2,0.919613,3,2.328788,2,1.934114,-0.308559,1.133284,2.252794,2.404782,5
biomed,hk,2024Q3,0.787945,3,1.802341,2,1.864581,-0.522983,1.022238,1.154138,2.450544,5
biomed,hk,2024Q4,0.674554,3,2.154819,2,1.747404,-0.790675,1.066933,1.813331,2.496306,5
biomed,sg,2015Q1,-0.727749,2,-0.463945,1,,-0.569505,-0.885993,-0.463945,,4
biomed,sg,2015Q2,-0.773089,2,-0.723919,1,,-0.684659,-0.861519,-0.723919,,4
biomed,sg,2015Q3,-0.867999,2,-0.587513,1,,-0.624790,-1.111208,-0.587513,,4
biomed,sg,2015Q4,-0.863873,2,-0.233104,1,,-0.938968,-0.788777,-0.233104,,4
biomed,sg,2016Q1,-0.568056,2,-0.818354,1,,-0.391489,-0.744624,-0.818354,,4
biomed,sg,2016Q2,-0.671321,2,-0.146323,1,,-0.382775,-0.959867,-0.146323,,4
biomed,sg,2016Q3,-0.751818,2,-0.386052,1,,-0.505729,-0.997907,-0.386052,,4
biomed,sg,2016Q4,-0.749801,2,-0.445675,1,,-0.588502,-0.911099,-0.445675,,4
biomed,sg,2017Q1,-0.706963,2,-0.274458,1,,-0.630083,-0.783843,-0.274458,,4
biomed,sg,2017Q2,-0.748770,2,0.162412,1,,-0.768759,-0.728782,0.162412,,4
biomed,sg,2017Q3,-0.894909,2,-0.161753,1,,-0.882750,-0.907067,-0.161753,,4
biomed,sg,2017Q4,-0.756559,2,-0.376053,1,,-0.932930,-0.580188,-0.376053,,4
biomed,sg,2018Q1,0.029926,3,0.297090,1,1.706199,-0.779314,-0.837108,0.297090,,5
biomed,sg,2018Q2,-0.159473,3,-0.201996,1,1.008289,-0.689534,-0.797173,-0.201996,,5
biomed,sg,2018Q3,-0.210300,3,0.255736,1,0.985111,-0.950674,-0.665338,0.255736,,5
biomed,sg,2018Q4,-0.351770,3,0.222900,1,0.669635,-0.941603,-0.783344,0.222900,,5
biomed,sg,2019Q1,0.044467,3,-0.604055,1,1.274834,-0.678064,-0.463369,-0.604055,,5
biomed,sg,2019Q2,-0.174543,3,0.091061,1,0.813853,-0.715424,-0.622059,0.091061,,5
biomed,sg,2019Q3,-0.076339,3,-0.085835,1,1.016015,-0.644775,-0.600256,-0.085835,,5
biomed,sg,2019Q4,-0.195270,3,-0.102129,1,0.938756,-0.942935,-0.581632,-0.102129,,5
biomed,sg,2020Q1,0.168949,3,0.242034,1,1.679158,-0.595267,-0.577045,0.242034,,5
biomed,sg,2020Q2,-0.022502,3,0.772475,1,1.437079,-0.624614,-0.879970,0.772475,,5
biomed,sg,2020Q3,-0.145042,3,0.459173,1,1.207876,-0.829646,-0.813355,0.459173,,5
biomed,sg,2020Q4,-0.140191,3,1.266994,1,1.317327,-1.089175,-0.648726,1.266994,,5
biomed,sg,2021Q1,0.148231,3,0.701988,1,1.777020,-0.762672,-0.569655,0.701988,,5
biomed,sg,2021Q2,-0.073328,3,0.939372,1,1.184698,-0.857122,-0.547561,0.939372,,5
biomed,sg,2021Q3,-0.134323,3,1.311804,1,1.084261,-0.890914,-0.596315,1.311804,,5
biomed,sg,2021Q4,-0.269733,3,0.866910,1,1.049494,-1.099373,-0.759321,0.866910,,5
biomed,sg,2022Q1,0.133346,3,0.471147,1,1.382997,-0.689431,-0.293528,0.471147,,5
biomed,sg,2022Q2,-0.079941,3,0.755933,1,1.068809,-0.736547,-0.572084,0.755933,,5
biomed,sg,2022Q3,-0.070541,3,1.390808,1,1.137055,-0.928631,-0.420049,1.390808,,5
biomed,sg,2022Q4,-0.070781,3,0.969616,1,1.188561,-0.999570,-0.401334,0.969616,,5
biomed,sg,2023Q1,0.291332,3,0.636069,1,1.771870,-0.708641,-0.189234,0.636069,,5
biomed,sg,2023Q2,0.188136,3,0.695692,1,1.458969,-0.707472,-0.187090,0.695692,,5
biomed,sg,2023Q3,0.117650,3,0.795559,1,1.211739,-0.659466,-0.199323,0.795559,,5
biomed,sg,2023Q4,-0.014311,3,0.376095,1,1.185986,-0.976303,-0.252616,0.376095,,5
biomed,sg,2024Q1,0.359701,3,-0.647658,1,1.757705,-0.466650,-0.211953,-0.647658,,4
biomed,sg,2024Q2,0.184360,3,-0.515819,1,1.371408,-0.504573,-0.313756,-0.515819,,4
biomed,sg,2024Q3,0.158173,3,-0.340034,1,1.219465,-0.527955,-0.216990,-0.340034,,4
biomed,sg,2024Q4,-0.026869,3,-0.383980,1,1.169246,-1.106162,-0.143693,-0.383980,,4
fintech,hk,2015Q1,0.794070,2,-1.457896,1,,1.626067,-0.037928,-1.457896,,4
fintech,hk,2015Q2,-0.674843,2,-1.440491,1,,3.644726,-4.994411,-1.440491,,4
fintech,hk,2015Q3,-0.233297,2,-1.405679,1,,-2.411256,1.944663,-1.405679,,4
fintech,hk,2015Q4,1.785365,2,-1.423085,1,,1.626067,1.944663,-1.423085,,4
fintech,hk,2016Q1,-0.233297,2,-1.492708,1,,-2.411256,1.944663,-1.492708,,4
fintech,hk,2016Q2,-3.702834,2,-1.423085,1,,-2.411256,-4.994411,-1.423085,,4
fintech,hk,2016Q3,1.495863,2,-1.295786,1,,1.914447,1.077279,-1.295786,,4
fintech,hk,2016Q4,1.459439,2,-0.482843,1,,2.130731,0.788148,-0.482843,,4
fintech,hk,2017Q1,-0.729209,2,-0.500248,1,,-0.759626,-0.698791,-0.500248,,4
fintech,hk,2017Q2,-0.958736,2,-0.395814,1,,-0.392597,-1.524874,-0.395814,,4
fintech,hk,2017Q3,0.628854,2,-0.343597,1,,1.626067,-0.368359,-0.343597,,4
fintech,hk,2017Q4,0.889591,2,-0.308786,1,,1.222333,0.556848,-0.308786,,4
fintech,hk,2018Q1,0.134825,3,-0.308786,1,-0.840786,0.341460,0.903802,-0.308786,,5
fintech,hk,2018Q2,0.823081,3,-0.082512,1,-0.845937,2.971840,0.343340,-0.082512,,5
fintech,hk,2018Q3,0.354348,3,-0.291380,1,-0.834348,2.509229,-0.611838,-0.291380,,5
fintech,hk,2018Q4,0.050570,3,0.909611,1,-0.853663,1.373733,-0.368359,0.909611,,5
fintech,hk,2019Q1,-0.018519,3,1.801395,1,-0.808595,1.121398,-0.368359,1.801395,,5
fintech,hk,2019Q2,0.745625,3,0.731796,1,-0.847225,2.130731,0.953368,0.731796,,5
fintech,hk,2019Q3,0.529808,3,2.159062,1,-0.861389,1.993096,0.457717,2.159062,,5
fintech,hk,2019Q4,0.253212,3,0.401089,1,-0.844649,0.616735,0.987550,0.401089,,5
fintech,hk,2020Q1,0.238217,3,-0.190704,1,-0.778979,0.892010,0.601619,-0.190704,,5
fintech,hk,2020Q2,0.815859,3,-0.260327,1,-0.849800,2.298954,0.998423,-0.260327,,5
fintech,hk,2020Q3,0.429638,3,-0.329950,1,-0.836923,1.337688,0.788148,-0.329950,,5
fintech,hk,2020Q4,0.401202,3,-0.206745,1,-0.840786,1.167278,0.877114,-0.206745,,5
fintech,hk,2021Q1,0.059078,3,-0.189340,1,-0.782842,0.616735,0.343340,-0.189340,,5
fintech,hk,2021Q2,0.132647,3,-0.189340,1,-0.827910,0.768135,0.457717,-0.189340,,5
fintech,hk,2021Q3,-0.465496,3,-0.206745,1,-0.818896,0.253376,-0.830967,-0.206745,,5
fintech,hk,2021Q4,-0.332400,3,-0.258962,1,-0.798294,0.405478,-0.604385,-0.258962,,5
fintech,hk,2022Q1,-0.283007,3,-0.258962,1,-0.748075,0.445339,-0.546284,-0.258962,,5
fintech,hk,2022Q2,0.220979,3,-0.241557,1,-0.829197,0.504584,0.987550,-0.241557,,5
fintech,hk,2022Q3,0.102283,3,-0.241557,1,-0.782842,0.986005,0.103685,-0.241557,,5
fintech,hk,2022Q4,0.195405,3,-0.082176,1,-0.780267,1.193495,0.172986,-0.082176,,5
fintech,hk,2023Q1,0.080158,3,-0.134393,1,-0.696569,0.783111,0.153931,-0.134393,,5
fintech,hk,2023Q2,0.484610,3,-0.169204,1,-0.789280,1.711965,0.531146,-0.169204,,5
fintech,hk,2023Q3,-0.427240,3,-0.151799,1,-0.787992,0.554940,-1.048666,-0.151799,,5
fintech,hk,2023Q4,-0.369519,3,-0.151799,1,-0.735199,-0.209083,-0.164274,-0.151799,,5
fintech,hk,2024Q1,-0.271498,3,0.894816,1,-0.690131,0.128350,-0.252713,0.894816,,4
fintech,hk,2024Q2,0.200630,3,0.894816,1,-0.781554,1.201083,0.182360,0.894816,,4
fintech,hk,2024Q3,-0.102239,3,0.894816,1,-0.776404,0.231356,0.238331,0.894816,,4
fintech,hk,2024Q4,-0.431756,3,1.430633,1,-0.763527,-0.067004,-0.464736,1.430633,,4
fintech,sg,2015Q1,-0.975267,2,-0.571809,1,,1.442553,-3.393088,-0.571809,,3
fintech,sg,2015Q2,-0.233297,2,-0.641431,1,,-2.411256,1.944663,-0.641431,,3
fintech,sg,2015Q3,-0.674843,2,-0.293318,1,,3.644726,-4.994411,-0.293318,,3
fintech,sg,2015Q4,1.638183,2,-0.467375,1,,3.644726,-0.368359,-0.467375,,3
fintech,sg,2016Q1,-0.784210,2,-0.954733,1,,-1.200060,-0.368359,-0.954733,,3
fintech,sg,2016Q2,-3.702834,2,-0.606620,1,,-2.411256,-4.994411,-0.606620,,3
fintech,sg,2016Q3,2.794695,2,-0.397752,1,,3.644726,1.944663,-0.397752,,3
fintech,sg,2016Q4,-0.737933,2,-0.641431,1,,2.130731,-3.606596,-0.641431,,3
fintech,sg,2017Q1,0.413315,2,-0.711054,1,,0.616735,0.209895,-0.711054,,3
fintech,sg,2017Q2,-0.701895,2,-0.676243,1,,0.616735,-2.020525,-0.676243,,3
fintech,sg,2017Q3,-0.383095,2,-0.815488,1,,1.626067,-2.392258,-0.815488,,3
fintech,sg,2017Q4,-0.361072,2,-0.502186,1,,-1.065484,0.343340,-0.502186,,3
fintech,sg,2018Q1,-0.356269,3,-0.989545,1,-0.812458,0.485084,-0.741432,-0.989545,,4
fintech,sg,2018Q2,0.086045,3,-0.571809,1,-0.843362,1.049308,0.052190,-0.571809,,4
fintech,sg,2018Q3,0.810352,3,-0.745865,1,-0.849800,1.914447,1.366409,-0.745865,,4
fintech,sg,2018Q4,0.077896,3,-0.467375,1,-0.813746,1.626067,-0.578634,-0.467375,,4
fintech,sg,2019Q1,-0.280832,3,-0.571809,1,-0.804732,0.760928,-0.798693,-0.571809,,4
fintech,sg,2019Q2,0.108786,3,-0.711054,1,-0.847225,0.616735,0.556848,-0.711054,,4
fintech,sg,2019Q3,-0.521946,3,-0.641431,1,-0.813746,0.457366,-1.209458,-0.641431,,4
fintech,sg,2019Q4,-0.366891,3,-0.606620,1,-0.853663,-0.209083,-0.037928,-0.606620,,4
fintech,sg,2020Q1,0.095208,3,-0.328129,1,-0.781554,1.250500,-0.183322,-0.328129,,4
fintech,sg,2020Q2,0.222512,3,-0.328129,1,-0.821472,1.626067,-0.137059,-0.328129,,4
fintech,sg,2020Q3,-0.138984,3,-0.954733,1,-0.818896,0.919534,-0.517591,-0.954733,,4
fintech,sg,2020Q4,0.238603,3,-0.850299,1,-0.831773,1.337688,0.209895,-0.850299,,4
fintech,sg,2021Q1,-0.224147,3,-0.850299,1,-0.777691,0.549447,-0.444196,-0.850299,,4
fintech,sg,2021Q2,0.513516,3,-0.676243,1,-0.836923,1.717822,0.659651,-0.676243,,4
fintech,sg,2021Q3,0.234596,3,-0.780677,1,-0.830485,1.222333,0.311941,-0.780677,,4
fintech,sg,2021Q4,0.011802,3,-1.024356,1,-0.813746,-0.464688,1.313839,-1.024356,,4
fintech,sg,2022Q1,0.047530,3,-1.093979,1,-0.795718,0.869070,0.069239,-1.093979,,4
fintech,sg,2022Q2,-0.161765,3,-0.328129,1,-0.833060,-0.209083,0.556848,-0.328129,,4
fintech,sg,2022Q3,-0.035577,3,-0.745865,1,-0.836923,-0.104218,0.834411,-0.745865,,4
fintech,sg,2022Q4,-0.011511,3,-0.641431,1,-0.807307,0.247465,0.525310,-0.641431,,4
fintech,sg,2023Q1,0.036098,3,-0.954733,1,-0.766102,0.199078,0.675319,-0.954733,,4
fintech,sg,2023Q2,-0.126772,3,-0.850299,1,-0.794431,0.238236,0.175879,-0.850299,,4
fintech,sg,2023Q3,-0.111151,3,-0.745865,1,-0.809883,0.690588,-0.214159,-0.745865,,4
fintech,sg,2023Q4,-0.165429,3,-1.024356,1,-0.778979,-0.104218,0.386910,-1.024356,,4
fintech,sg,2024Q1,-0.086057,3,,0,-0.745500,0.243420,0.243910,,,3
fintech,sg,2024Q2,-0.116542,3,,0,-0.824047,0.784958,-0.310536,,,3
fintech,sg,2024Q3,-0.199587,3,,0,-0.818896,0.357194,-0.137059,,,3
fintech,sg,2024Q4,-0.230995,3,,0,-0.798294,0.039975,0.065333,,,3
